time,open,high,low,close,volume,RSI,SMA_25,SMA_50,wave_tag,tag,strategy_signal
2025-05-30 20:24:00,105366.48,105366.48,105254.62,105341.11,42.0521,44.74515318472104,105597.4428,105735.1626,3,0,0
2025-05-30 20:25:00,105341.11,105451.09,105341.11,105439.81,10.254,62.86474203377586,105579.5936,105726.7592,0,0,0
2025-05-30 20:26:00,105439.81,105453.9,105380.59,105380.59,9.306,52.20285261489708,105558.2092,105717.0398,0,0,0
2025-05-30 20:27:00,105380.59,105469.89,105380.59,105469.89,6.3122,63.68323674257912,105539.7856,105709.1064,0,0,0
2025-05-30 20:28:00,105469.89,105499.03,105469.89,105495.26,12.3019,59.54383572023935,105521.7372,105701.3794,0,0,0
2025-05-30 20:29:00,105495.26,105550.78,105495.26,105550.75,8.7876,60.39199976260442,105506.7356,105694.72479999998,0,0,0
2025-05-30 20:30:00,105550.75,105750.95,105524.09,105750.95,28.4015,68.550087769937,105502.2988,105691.717,0,0,0
2025-05-30 20:31:00,105750.95,105779.15,105656.01,105669.17,76.8207,61.870763175158615,105493.0868,105686.0018,0,0,0
2025-05-30 20:32:00,105669.17,105755.65,105669.17,105714.29,13.3651,62.52552171763839,105484.326,105681.941,0,0,0
2025-05-30 20:33:00,105714.29,105783.84,105714.29,105738.73,8.1123,62.18212182664053,105476.5428,105678.2188,0,0,0
2025-05-30 20:35:00,105813.93,105828.97,105786.67,105787.61,10.5608,69.61171456378058,105480.98,105675.47419999998,0,0,0
2025-05-30 20:36:00,105787.61,105809.23,105766.93,105776.33,9.5839,67.495375848719,105494.7416,105673.6128,0,0,0
2025-05-30 20:37:00,105766.93,105807.34,105766.93,105767.87,11.0576,67.93478260869543,105515.8352,105671.7706,0,0,0
2025-05-30 20:38:00,105767.87,105767.87,105741.54,105741.54,8.6242,73.44300822561671,105531.552,105671.1124,0,0,0
2025-05-30 20:39:00,105741.54,105741.54,105719.93,105738.73,8.4747,75.57436517533208,105550.352,105670.66120000002,0,0,0
2025-05-30 20:40:00,105738.72,105831.79,105719.93,105831.79,9.5008,75.39585870889115,105568.8512,105671.8834,0,0,0
2025-05-30 20:41:00,105831.79,105831.79,105793.25,105797.01,19.5995,77.86163522012556,105584.3048,105672.5978,0,0,0
2025-05-30 20:42:00,105797.01,105919.2,105797.01,105919.2,32.8275,78.7949089324393,105603.6312,105674.7972,0,0,0
2025-05-30 20:43:00,105919.2,105951.17,105912.62,105938.95,15.1741,78.64105245491035,105623.108,105676.6584,0,0,0
2025-05-30 20:44:00,105938.95,105979.07,105920.14,105920.15,21.3604,75.03117038000704,105640.66719999998,105677.31639999998,0,0,0
2025-05-30 20:45:00,105920.15,105920.15,105889.12,105904.17,11.5959,63.8370118845501,105656.2716,105677.7302,0,0,0
2025-05-30 20:46:00,105904.17,105972.81,105904.17,105972.76,4.3381,78.0857401890943,105677.7028,105678.5192,0,0,0
2025-05-30 20:47:00,105972.76,105976.54,105972.76,105972.79,1.9897,76.09108159392764,105697.744,105679.6098,0,0,0
