time,open,high,low,close,volume,amount,trades
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.53,0.0107,1173.349533,8
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.53,0.0192,2105.447038,9
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.53,0.0354,3881.915224,10
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.53,0.0569,6239.573619,11
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.53,0.0583,6393.095561,12
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.53,0.0593,6502.754091,13
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.53,0.0624,6842.695534,14
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.63,0.0741,8125.701505,15
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.6,0.1145,12555.908945,16
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.62,0.1162,12742.328599,17
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.78,0.1194,13093.236695,18
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.85,0.1197,13126.13435,19
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.83,0.1229,13477.042606,20
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.88,0.1233,13520.906158,21
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.93,0.1235,13542.837944,22
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.93,0.1237,13564.76973,23
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.92,0.1247,13674.42865,24
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.9,0.1287,14113.06425,25
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.93,0.1433,15714.084628,26
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.94,0.1441,15801.81178,27
2025-05-26 16:59:00,109658.97,109659.11,109658.53,109658.86,0.145,15900.504754,28
2025-05-26 17:00:00,109658.86,109658.86,109658.86,109658.86,0.0,0.0,0
2025-05-26 17:00:00,109658.86,109666.04,109658.86,109666.04,0.0009,98.699436,1
2025-05-26 17:00:00,109658.86,109666.04,109658.86,109666.04,0.0299,3279.014596,2
2025-05-26 17:00:00,109658.86,109666.04,109658.86,109666.04,0.0301,3300.947804,3
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0368,4035.785935,6
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0369,4046.753668,7
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0391,4288.043794,8
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0404,4430.624323,9
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0436,4781.591779,10
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0465,5099.656035,12
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0474,5198.365632,13
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0476,5220.301098,14
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0492,5395.784826,15
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0513,5626.107219,16
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0522,5724.816816,17
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0541,5933.203743,18
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.055,6031.91334,19
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0565,6196.429335,20
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0612,6711.912786,21
2025-05-26 17:00:00,109658.86,109677.35,109658.86,109677.33,0.0613,6722.880519,22
2025-05-26 17:00:00,109658.86,109677.35,109658.53,109658.53,0.2973,32602.293599,23
2025-05-26 17:00:00,109658.86,109677.35,109658.53,109658.53,0.3027,33194.449661,24
2025-05-26 17:00:00,109658.86,109677.35,109658.53,109658.53,0.3208,35179.269054,26
2025-05-26 17:00:00,109658.86,109677.35,109658.53,109658.53,0.3211,35212.166613,27
2025-05-26 17:00:00,109658.86,109677.35,109658.53,109658.53,0.3256,35705.629998,28
2025-05-26 17:01:00,109658.53,109658.53,109658.53,109658.53,0.0,0.0,0
2025-05-26 17:01:00,109658.53,109658.53,109658.53,109658.53,0.0177,1940.955981,1
2025-05-26 17:01:00,109658.53,109658.53,109658.53,109658.53,0.0203,2226.068159,2
2025-05-26 17:01:00,109658.53,109658.53,109649.12,109649.12,0.2449,26853.260511,3
2025-05-26 17:01:00,109658.53,109658.53,109649.12,109649.12,0.2698,29583.523599,4
2025-05-26 17:01:00,109658.53,109658.53,109649.12,109649.18,0.2775,30427.822285,5
2025-05-26 17:01:00,109658.53,109658.53,109649.12,109649.2,0.363,39802.828555,7
2025-05-26 17:01:00,109658.53,109658.53,109649.12,109649.29,0.3634,39846.688271,8
2025-05-26 17:01:00,109658.53,109658.53,109626.56,109626.56,0.5014,54975.153551,11
2025-05-26 17:01:00,109658.53,109658.53,109606.83,109606.83,0.7168,78584.464733,12
2025-05-26 17:01:00,109658.53,109658.53,109606.83,109606.83,0.7836,85906.200977,14
2025-05-26 17:01:00,109658.53,109658.53,109606.83,109606.83,0.7873,86311.746248,15
2025-05-26 17:01:00,109658.53,109658.53,109606.83,109606.83,0.849,93074.487659,16
2025-05-26 17:01:00,109658.53,109658.53,109606.83,109606.83,0.8501,93195.055172,17
2025-05-26 17:01:00,109658.53,109658.53,109606.83,109606.83,0.861,94389.769619,19
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109713.04,0.2398,26307.188637,13
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109713.04,0.2416,26504.672109,15
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109713.04,0.2652,29093.899853,16
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109713.04,0.2677,29368.182453,17
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109718.68,0.3153,34590.791621,18
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109718.68,0.3233,35468.541061,19
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109718.68,0.3282,36006.162593,21
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109718.68,0.3291,36104.909405,22
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109718.68,0.3299,36192.684349,23
2025-05-26 17:05:00,109743.12,109743.12,109697.06,109718.68,0.33,36203.656217,24
2025-05-26 17:06:00,109718.68,109718.68,109718.68,109718.68,0.0007,76.803076,1
2025-05-26 17:06:00,109718.68,109718.68,109718.68,109718.68,0.0029,318.184172,2
2025-05-26 17:06:00,109718.68,109718.68,109713.98,109713.98,0.0236,2589.263558,3
2025-05-26 17:06:00,109718.68,109718.68,109710.23,109710.23,0.035,3839.96018,4
2025-05-26 17:06:00,109718.68,109718.68,109710.23,109710.23,0.0371,4070.351663,5
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.09,0.1343,14731.353611,6
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.14,0.1394,15290.727425,7
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.26,0.1398,15334.599929,8
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.42,0.1413,15499.122059,9
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.27,0.1629,17868.240324,14
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.27,0.1629,17868.240324,14
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.17,0.1697,18614.07228,15
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.15,0.2708,29702.836545,16
2025-05-26 17:06:00,109718.68,109718.68,109681.09,109681.14,0.2788,30580.285665,17
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109681.06,0.2855,31315.148767,18
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109700.84,0.3263,35790.943039,19
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109700.84,0.3278,35955.494299,20
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109700.84,0.3286,36043.254971,21
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109700.83,0.3288,36065.195137,22
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109700.84,0.3291,36098.105389,23
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109718.68,0.3819,41891.251693,24
2025-05-26 17:06:00,109718.68,109718.68,109681.06,109718.68,0.3921,43010.382229,25
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0,0.0,0
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0011,120.690548,2
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0014,153.606152,3
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0019,208.465492,4
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0028,307.212304,5
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.003,329.15604,6
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0031,340.127908,7
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0032,351.099776,8
2025-05-26 17:07:00,109718.68,109718.68,109718.68,109718.68,0.0084,921.636912,9
2025-05-26 17:07:00,109718.68,109718.68,109681.09,109681.09,0.1296,14214.98502,10
2025-05-26 17:07:00,109718.68,109718.68,109681.09,109681.09,0.1314,14412.410982,11
2025-05-26 17:07:00,109718.68,109718.68,109681.09,109710.23,0.3076,33743.353508,12
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3135,34390.721509,13
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3149,34544.334255,14
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3177,34851.559747,15
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3186,34950.310798,16
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3238,35520.872426,17
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3785,41522.741859,18
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3802,41709.271622,19
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3806,41753.160978,20
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3841,42137.192843,21
2025-05-26 17:07:00,109718.68,109723.39,109681.09,109723.39,0.3842,42148.165182,22
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.0,0.0,0
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.0026,285.280814,1
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.0041,449.865899,2
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.0046,504.727594,4
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.005,548.61695,5
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.0051,559.589289,6
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.0063,691.257357,7
2025-05-26 17:08:00,109723.39,109723.39,109723.39,109723.39,0.0131,1437.376409,8
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0161,1766.557859,9
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0593,6506.770739,10
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0595,6528.716169,11
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0605,6638.443319,12
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0608,6671.361464,13
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0687,7538.205949,14
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0782,8580.613874,15
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0824,9041.467904,18
2025-05-26 17:08:00,109723.39,109727.15,109723.39,109727.15,0.0852,9348.703924,19
2025-05-26 17:08:00,109723.39,109736.54,109723.39,109736.54,0.0876,9612.07162,20
2025-05-26 17:08:00,109723.39,109736.54,109723.39,109736.54,0.0879,9644.992582,21
2025-05-26 17:08:00,109723.39,109736.54,109723.39,109736.54,0.0909,9974.202202,22
2025-05-26 17:08:00,109723.39,109736.54,109723.39,109736.54,0.0951,10435.09567,23
2025-05-26 17:08:00,109723.39,109736.54,109723.39,109736.54,0.0955,10478.990286,24
2025-05-26 17:08:00,109723.39,109736.54,109723.39,109736.54,0.1109,12168.933002,25
2025-05-26 17:09:00,109736.54,109736.54,109736.54,109736.54,0.0,0.0,0
2025-05-26 17:09:00,109736.54,109736.54,109736.54,109736.54,0.0,0.0,0
2025-05-26 17:09:00,109736.54,109745.01,109736.54,109745.01,0.0126,1382.747646,2
2025-05-26 17:09:00,109736.54,109745.01,109736.54,109745.01,0.013,1426.64565,3
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0133,1459.569717,4
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0178,1953.430722,5
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0272,2985.051488,6
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0282,3094.798378,7
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0475,5212.913355,9
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0509,5586.052781,10
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0527,5783.597183,11
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0539,5915.293451,12
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0547,6003.090963,13
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0731,8022.433739,14
2025-05-26 17:09:00,109736.54,109746.89,109736.54,109746.89,0.0735,8066.332495,16
2025-05-26 17:09:00,109736.54,109756.03,109736.54,109756.03,0.0912,10009.014226,17
2025-05-26 17:09:00,109736.54,109756.03,109736.54,109755.91,0.0915,10041.940999,18
2025-05-26 17:09:00,109736.54,109756.03,109736.54,109755.89,0.1413,15507.784321,19
2025-05-26 17:09:00,109736.54,109756.03,109736.54,109755.75,0.1458,16001.685196,20
2025-05-26 17:09:00,109736.54,109756.03,109736.54,109755.83,0.146,16023.636362,21
2025-05-26 17:09:00,109736.54,109756.03,109736.54,109755.79,0.1511,16583.390891,22
2025-05-26 17:09:00,109736.54,109756.03,109736.54,109755.87,0.1513,16605.342065,23
2025-05-26 17:09:00,109736.54,109760.98,109736.54,109760.98,0.1565,17176.099161,24
2025-05-26 17:10:00,109760.98,109760.98,109760.98,109760.98,0.0019,208.545862,2
2025-05-26 17:10:00,109760.98,109760.98,109760.98,109760.98,0.0019,208.545862,2
2025-05-26 17:10:00,109760.98,109760.98,109760.98,109760.98,0.0024,263.426352,3
2025-05-26 17:10:00,109760.98,109778.84,109760.98,109778.84,0.119,13063.639096,4
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1474,16181.758876,5
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1479,16236.655351,6
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1491,16368.406891,7
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1588,17433.398506,8
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1612,17696.901586,9
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1857,20386.828861,10
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1883,20672.290531,11
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1892,20771.104186,12
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1952,21429.861886,13
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1961,21528.675541,14
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.1993,21880.012981,16
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.2087,22912.066711,17
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.2206,24218.602816,19
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.2219,24361.333651,20
2025-05-26 17:10:00,109760.98,109792.95,109760.98,109792.95,0.2297,25217.718661,21
2025-05-26 17:10:00,109760.98,109800.0,109760.98,109800.0,0.2324,25514.178661,22
2025-05-26 17:10:00,109760.98,109800.0,109760.98,109799.83,0.4222,46354.186395,23
2025-05-26 17:10:00,109760.98,109800.0,109760.98,109799.84,0.4241,46562.806091,24
2025-05-26 17:10:00,109760.98,109800.0,109760.98,109799.94,0.4249,46650.646043,25
2025-05-26 17:10:00,109760.98,109800.0,109760.98,109799.85,0.4289,47089.845443,26
2025-05-26 17:11:00,109799.89,109799.89,109799.89,109799.89,0.0,0.0,0
2025-05-26 17:11:00,109799.89,109799.89,109799.89,109799.89,0.0,0.0,0
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.0159,1746.079563,3
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.0252,2767.38129,5
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.0257,2822.289985,6
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.0283,3107.815199,7
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.0284,3118.796938,8
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.0323,3547.084759,9
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.0325,3569.048237,10
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2668,29299.262714,11
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2671,29332.207931,12
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2867,31484.628775,13
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2874,31561.500948,14
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2932,32198.44181,15
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2946,32352.186156,16
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2955,32451.021807,17
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.2998,32923.236584,18
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.309,33933.556572,19
2025-05-26 17:11:00,109799.89,109817.39,109799.89,109817.39,0.3141,34493.625261,20
2025-05-26 17:11:00,109799.89,109829.61,109799.89,109829.61,0.3177,34889.011857,21
2025-05-26 17:11:00,109799.89,109831.48,109799.89,109831.48,0.336,36898.927941,22
2025-05-26 17:11:00,109799.89,109831.48,109799.89,109831.48,0.3367,36975.809977,23
2025-05-26 17:11:00,109799.89,109831.48,109799.89,109831.48,0.3392,37250.388677,24
2025-05-26 17:11:00,109799.89,109831.48,109799.89,109831.48,0.3397,37305.304417,25
2025-05-26 17:11:00,109799.89,109831.48,109799.89,109831.48,0.3399,37327.270713,26
